;index;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_rf__max_depth;param_rf__min_samples_leaf;param_rf__min_samples_split;param_rf__n_estimators;split0_test_metrica;split1_test_metrica;split2_test_metrica;split3_test_metrica;split4_test_metrica;mean_test_metrica;std_test_metrica;rank_test_metrica;split0_train_metrica;split1_train_metrica;split2_train_metrica;split3_train_metrica;split4_train_metrica;mean_train_metrica;std_train_metrica;split0_test_meae;split1_test_meae;split2_test_meae;split3_test_meae;split4_test_meae;mean_test_meae;std_test_meae;rank_test_meae;split0_train_meae;split1_train_meae;split2_train_meae;split3_train_meae;split4_train_meae;mean_train_meae;std_train_meae;split0_test_r2;split1_test_r2;split2_test_r2;split3_test_r2;split4_test_r2;mean_test_r2;std_test_r2;rank_test_r2;split0_train_r2;split1_train_r2;split2_train_r2;split3_train_r2;split4_train_r2;mean_train_r2;std_train_r2;split0_test_rmse;split1_test_rmse;split2_test_rmse;split3_test_rmse;split4_test_rmse;mean_test_rmse;std_test_rmse;rank_test_rmse;split0_train_rmse;split1_train_rmse;split2_train_rmse;split3_train_rmse;split4_train_rmse;mean_train_rmse;std_train_rmse;split0_test_mape;split1_test_mape;split2_test_mape;split3_test_mape;split4_test_mape;mean_test_mape;std_test_mape;rank_test_mape;split0_train_mape;split1_train_mape;split2_train_mape;split3_train_mape;split4_train_mape;mean_train_mape;std_train_mape;escenario;param_gbt__max_depth;param_gbt__min_samples_leaf;param_gbt__min_samples_split;param_gbt__n_estimators;param_xgb__learning_rate;param_xgb__max_depth;param_xgb__reg_alpha
95;95;1,341071605682373;0,010483529130062818;0,027445077896118164;0,0005399850178379585;9;3;5;150;-81507137,51781023;-64109229,441070154;-74713564,93940482;-74833793,16316971;-67967374,78076375;-72626219,96844372;6038957,709450451;13;-53358207,524128735;-54047702,195503086;-52875377,64642817;-53577770,01295069;-53856014,83138311;-53543014,442078754;408357,5417931151;81507137,51781023;64109229,441070154;74713564,93940482;74833793,16316971;67967374,78076375;72626219,96844372;6038957,709450451;94;53358207,524128735;54047702,195503086;52875377,64642817;53577770,01295069;53856014,83138311;53543014,442078754;408357,5417931151;0,7457636982833509;0,697806214180075;0,7303118907557303;0,6839045342764217;0,7809009228346284;0,7277374520660412;0,03456915270802657;4;0,899405859304941;0,9020218357310381;0,9008371373079628;0,9049632963298178;0,8979122697415262;0,9010280796830571;0,002402074548275549;8,678855314736402e+16;8,508221552941714e+16;1,0088857103431285e+17;1,0674773847540754e+17;8,184282178482915e+16;9,226997999426614e+16;9739827809140670,0;103;3,1769660734866384e+16;3,1551003363400252e+16;3,0909791729553964e+16;3,0056993286011028e+16;3,187610871694724e+16;3,1232711566155776e+16;676782781512084,6;0,24693706764748352;0,22875111913983467;0,23355328169016512;0,23888736265036398;0,21799103654706883;0,2332239735349832;0,009718849376233206;97;0,15994043248023873;0,16076288831928906;0,15687271005745;0,15875201621543764;0,16206462349313683;0,15967853411311045;0,0017702497775549835;modelo_rf;;;;;;;
96;96;0,903836727142334;0,006133770482984174;0,02070937156677246;0,0008583180453316619;9;3;6;100;-80855252,8604998;-63299844,19956276;-74076438,14202714;-77539696,78743207;-69596945,32402515;-73073635,46270938;6150109,857090532;16;-52719197,648852155;-53644709,85840264;-52522221,4729248;-53319194,396357715;-53485755,08259404;-53138215,69182627;439340,0183144926;80855252,8604998;63299844,19956276;74076438,14202714;77539696,78743207;69596945,32402515;73073635,46270938;6150109,857090532;91;52719197,648852155;53644709,85840264;52522221,4729248;53319194,396357715;53485755,08259404;53138215,69182627;439340,0183144926;0,7430635395352476;0,700146164932085;0,7338131217536901;0,6822934061299426;0,7802515823571987;0,7279135629416328;0,034222279179072786;1;0,8987249676539275;0,9009498971662135;0,9006166878118731;0,9048747143028737;0,8977038475243714;0,9005740228918517;0,0024615426176018778;8,77103053496803e+16;8,442340583989768e+16;9,957878324561482e+16;1,0729182817197131e+17;8,208537806420517e+16;9,221794013427386e+16;9645169383728756,0;106;3,1984700066187656e+16;3,1896189839555244e+16;3,0978507454635224e+16;3,008500887668594e+16;3,1941186951483668e+16;3,1377118637709544e+16;746351348524997,4;0,2473582275290813;0,2285743445576711;0,23346442006216828;0,24000393552338783;0,21910042462548399;0,2337002704595585;0,009651551426482712;91;0,1599048870548665;0,1611286226458794;0,15622609519987507;0,15849430306642776;0,1620203258419682;0,15955484676180337;0,0020436842087582195;modelo_rf;;;;;;;
97;97;1,071689987182617;0,014726046734920421;0,02278313636779785;0,00042835164934229645;9;3;6;120;-88066772,74812198;-62858082,62541464;-72128675,22548297;-74084509,95236005;-68893586,99896589;-73206325,5100691;8348068,931560858;22;-53407934,971350014;-52949283,33088206;-52801579,67045523;-53516802,320195645;-53952030,68466684;-53325526,195509955;412786,6982944801;88066772,74812198;62858082,62541464;72128675,22548297;74084509,95236005;68893586,99896589;73206325,5100691;8348068,931560858;85;53407934,971350014;52949283,33088206;52801579,67045523;53516802,320195645;53952030,68466684;53325526,195509955;412786,6982944801;0,7448769716893024;0,6980748284597551;0,73103045713249;0,6829229112875553;0,7806367843905638;0,7275083905919334;0,03461473193385808;7;0,8993573632527745;0,9016230242032368;0,9003930475518225;0,9049814211194631;0,8973200965261693;0,9007349905306932;0,0025493944194106243;8,709125467981674e+16;8,500658757440805e+16;1,0061976001721706e+17;1,0707923970038429e+17;8,194148872530091e+16;9,23476661394254e+16;9749426865304834,0;99;3,1784976767327784e+16;3,167942895647913e+16;3,1048217764249584e+16;3,005126100932589e+16;3,2061010249621036e+16;3,1324978949400684e+16;718043037622994,8;0,24681742940438073;0,22882353081058618;0,23423635649252605;0,23981401402469385;0,21843957281955448;0,23362618071034827;0,009657837677321974;94;0,16002042650436396;0,16093309284091278;0,15696318183539965;0,15828369143704743;0,16213819901967894;0,15966771832748056;0,00184710035668063;modelo_rf;;;;;;;
98;98;1,3423192024230957;0,013245469775774567;0,027573919296264647;0,0013955475125364929;9;3;6;150;-81507137,51781023;-64109229,441070154;-74713564,93940482;-74833793,16316971;-67967374,78076375;-72626219,96844372;6038957,709450451;13;-53358207,524128735;-54047702,195503086;-52875377,64642817;-53577770,01295069;-53856014,83138311;-53543014,442078754;408357,5417931151;81507137,51781023;64109229,441070154;74713564,93940482;74833793,16316971;67967374,78076375;72626219,96844372;6038957,709450451;94;53358207,524128735;54047702,195503086;52875377,64642817;53577770,01295069;53856014,83138311;53543014,442078754;408357,5417931151;0,7457636982833509;0,697806214180075;0,7303118907557303;0,6839045342764217;0,7809009228346284;0,7277374520660412;0,03456915270802657;4;0,899405859304941;0,9020218357310381;0,9008371373079628;0,9049632963298178;0,8979122697415262;0,9010280796830571;0,002402074548275549;8,678855314736402e+16;8,508221552941714e+16;1,0088857103431285e+17;1,0674773847540754e+17;8,184282178482915e+16;9,226997999426614e+16;9739827809140670,0;103;3,1769660734866384e+16;3,1551003363400252e+16;3,0909791729553964e+16;3,0056993286011028e+16;3,187610871694724e+16;3,1232711566155776e+16;676782781512084,6;0,24693706764748352;0,22875111913983467;0,23355328169016512;0,23888736265036398;0,21799103654706883;0,2332239735349832;0,009718849376233206;97;0,15994043248023873;0,16076288831928906;0,15687271005745;0,15875201621543764;0,16206462349313683;0,15967853411311045;0,0017702497775549835;modelo_rf;;;;;;;
99;99;0,8765639781951904;0,0041153422427421035;0,02000737190246582;0,0005174422980296263;9;4;4;100;-83127696,52704945;-61093959,32476759;-74932677,41507143;-76395286,1070961;-72254305,75331622;-73560785,02546015;7191257,357788007;25;-54847578,554341555;-53432739,27557373;-54071816,34327346;-53088941,37859771;-54688033,52124509;-54025821,81460631;684896,4636874777;83127696,52704945;61093959,32476759;74932677,41507143;76395286,1070961;72254305,75331622;73560785,02546015;7191257,357788007;82;54847578,554341555;53432739,27557373;54071816,34327346;53088941,37859771;54688033,52124509;54025821,81460631;684896,4636874777;0,744824170842786;0,6979968788439318;0,7268350428260201;0,6779908594302965;0,7772075354983538;0,7249708974882776;0,03481670722248059;42;0,8835375406507677;0,8862130541919101;0,8858220559395611;0,8900305460413325;0,8832432867643218;0,8857692967175786;0,0024380078529988958;8,710927928544222e+16;8,502853417399122e+16;1,0218923727545723e+17;1,0874482949491243e+17;8,322245900400794e+16;9,32588678467622e+16;1,0255260509597326e+16;64;3,678119616419184e+16;3,664175928063778e+16;3,559010273813145e+16;3,477973258387562e+16;3,645638584686808e+16;3,604983532274095e+16;758295588492111,2;0,24975640746767544;0,231271698396375;0,23608298406849443;0,24054837350411049;0,2213623663106112;0,2358043659494533;0,009448376865643548;82;0,16761937902737437;0,16899222652926899;0,16385672138944818;0,16599168331691072;0,16891999558967133;0,16707600117053473;0,0019445823230281219;modelo_rf;;;;;;;
100;100;1,052955961227417;0,006571127074801548;0,023695993423461913;0,0016920655778281744;9;4;4;120;-84411695,85873467;-61230304,63815266;-75321533,43843195;-74710391,89174478;-70286632,94665615;-73192111,75474404;7539831,766646713;19;-54249528,45596948;-53627205,98678747;-54616287,71523988;-53123222,00210221;-54470267,81572014;-54017302,395163834;560257,973845805;84411695,85873467;61230304,63815266;75321533,43843195;74710391,89174478;70286632,94665615;73192111,75474404;7539831,766646713;88;54249528,45596948;53627205,98678747;54616287,71523988;53123222,00210221;54470267,81572014;54017302,395163834;560257,973845805;0,7481089829467023;0,6974172784024657;0,7249824174188928;0,6779494192441793;0,7785566583231884;0,7254029512670856;0,03571020269977124;35;0,8839886365275874;0,886726218864794;0,8853876525323474;0,8902185744962362;0,8829417488198683;0,8858525662481667;0,002529368845544356;8,598794418130917e+16;8,519171982503947e+16;1,028822924142644e+17;1,0875882414725547e+17;8,271850426194645e+16;9,310785696596299e+16;1,059989997071998e+16;72;3,6638730978183624e+16;3,647650960035504e+16;3,5725509466810584e+16;3,472026534870894e+16;3,6550538751192136e+16;3,6022310829050068e+16;727833572095610,4;0,24882853657593604;0,2313958376397403;0,2363848939004469;0,24016300116816727;0,22140261813248974;0,23563497748335607;0,00911773803043448;85;0,16767610224944549;0,16894244719234802;0,16472069786460178;0,16582495677383557;0,16904935365753215;0,1672427115475526;0,0017153114056412773;modelo_rf;;;;;;;
101;101;1,3182223796844483;0,021221829617820626;0,027577543258666994;0,0010246387609442796;9;4;4;150;-79355722,65072337;-61583489,6224383;-76351625,22897968;-73644014,69233613;-69265445,24362907;-72040059,4876213;6192245,739716302;10;-54453435,1760672;-54388833,02662814;-54757637,093263745;-54061357,25320536;-54704421,96183917;-54473136,90220072;249596,04095530015;79355722,65072337;61583489,6224383;76351625,22897968;73644014,69233613;69265445,24362907;72040059,4876213;6192245,739716302;97;54453435,1760672;54388833,02662814;54757637,093263745;54061357,25320536;54704421,96183917;54473136,90220072;249596,04095530015;0,7474786168730292;0,695016419984974;0,7259493194896671;0,6780546697750203;0,77853708301837;0,7250072218282122;0,03598690740202493;39;0,8841795395420897;0,8870199193998759;0,8854697892151102;0,8901884915612962;0,8833320447656701;0,8860379568968085;0,002420317268410608;8,620313201686952e+16;8,586767797811138e+16;1,0252058062606619e+17;1,0872328027725752e+17;8,272581647067118e+16;9,320809747379517e+16;1,0394929093937832e+16;68;3,657843995166759e+16;3,63819319295103e+16;3,5699906860263788e+16;3,4729779594664384e+16;3,642867184349754e+16;3,5963746035920716e+16;687192599925618,0;0,24871045700785108;0,2315389908334278;0,23559587539407975;0,2399915595217285;0,22180395160249763;0,23552816687191697;0,008921511551813735;88;0,16764282239138553;0,1687680209109723;0,16521770620380005;0,1663454029955013;0,16896013231896312;0,16738681696412444;0,0014309555459164213;modelo_rf;;;;;;;
102;102;0,8717625617980957;0,003940360818582782;0,022696304321289062;0,0045337337863545985;9;4;5;100;-83127696,52704945;-61093959,32476759;-74932677,41507143;-76395286,1070961;-72254305,75331622;-73560785,02546015;7191257,357788007;25;-54847578,554341555;-53432739,27557373;-54071816,34327346;-53088941,37859771;-54688033,52124509;-54025821,81460631;684896,4636874777;83127696,52704945;61093959,32476759;74932677,41507143;76395286,1070961;72254305,75331622;73560785,02546015;7191257,357788007;82;54847578,554341555;53432739,27557373;54071816,34327346;53088941,37859771;54688033,52124509;54025821,81460631;684896,4636874777;0,744824170842786;0,6979968788439318;0,7268350428260201;0,6779908594302965;0,7772075354983538;0,7249708974882776;0,03481670722248059;42;0,8835375406507677;0,8862130541919101;0,8858220559395611;0,8900305460413325;0,8832432867643218;0,8857692967175786;0,0024380078529988958;8,710927928544222e+16;8,502853417399122e+16;1,0218923727545723e+17;1,0874482949491243e+17;8,322245900400794e+16;9,32588678467622e+16;1,0255260509597326e+16;64;3,678119616419184e+16;3,664175928063778e+16;3,559010273813145e+16;3,477973258387562e+16;3,645638584686808e+16;3,604983532274095e+16;758295588492111,2;0,24975640746767544;0,231271698396375;0,23608298406849443;0,24054837350411049;0,2213623663106112;0,2358043659494533;0,009448376865643548;82;0,16761937902737437;0,16899222652926899;0,16385672138944818;0,16599168331691072;0,16891999558967133;0,16707600117053473;0,0019445823230281219;modelo_rf;;;;;;;
103;103;1,0651129722595214;0,011203571683155803;0,02327442169189453;0,0007971438534640548;9;4;5;120;-84411695,85873467;-61230304,63815266;-75321533,43843195;-74710391,89174478;-70286632,94665615;-73192111,75474404;7539831,766646713;19;-54249528,45596948;-53627205,98678747;-54616287,71523988;-53123222,00210221;-54470267,81572014;-54017302,395163834;560257,973845805;84411695,85873467;61230304,63815266;75321533,43843195;74710391,89174478;70286632,94665615;73192111,75474404;7539831,766646713;88;54249528,45596948;53627205,98678747;54616287,71523988;53123222,00210221;54470267,81572014;54017302,395163834;560257,973845805;0,7481089829467023;0,6974172784024657;0,7249824174188928;0,6779494192441793;0,7785566583231884;0,7254029512670856;0,03571020269977124;35;0,8839886365275874;0,886726218864794;0,8853876525323474;0,8902185744962362;0,8829417488198683;0,8858525662481667;0,002529368845544356;8,598794418130917e+16;8,519171982503947e+16;1,028822924142644e+17;1,0875882414725547e+17;8,271850426194645e+16;9,310785696596299e+16;1,059989997071998e+16;72;3,6638730978183624e+16;3,647650960035504e+16;3,5725509466810584e+16;3,472026534870894e+16;3,6550538751192136e+16;3,6022310829050068e+16;727833572095610,4;0,24882853657593604;0,2313958376397403;0,2363848939004469;0,24016300116816727;0,22140261813248974;0,23563497748335607;0,00911773803043448;85;0,16767610224944549;0,16894244719234802;0,16472069786460178;0,16582495677383557;0,16904935365753215;0,1672427115475526;0,0017153114056412773;modelo_rf;;;;;;;
104;104;1,31714825630188;0,013319251765349401;0,027836418151855467;0,000699570598093547;9;4;5;150;-79355722,65072337;-61583489,6224383;-76351625,22897968;-73644014,69233613;-69265445,24362907;-72040059,4876213;6192245,739716302;10;-54453435,1760672;-54388833,02662814;-54757637,093263745;-54061357,25320536;-54704421,96183917;-54473136,90220072;249596,04095530015;79355722,65072337;61583489,6224383;76351625,22897968;73644014,69233613;69265445,24362907;72040059,4876213;6192245,739716302;97;54453435,1760672;54388833,02662814;54757637,093263745;54061357,25320536;54704421,96183917;54473136,90220072;249596,04095530015;0,7474786168730292;0,695016419984974;0,7259493194896671;0,6780546697750203;0,77853708301837;0,7250072218282122;0,03598690740202493;39;0,8841795395420897;0,8870199193998759;0,8854697892151102;0,8901884915612962;0,8833320447656701;0,8860379568968085;0,002420317268410608;8,620313201686952e+16;8,586767797811138e+16;1,0252058062606619e+17;1,0872328027725752e+17;8,272581647067118e+16;9,320809747379517e+16;1,0394929093937832e+16;68;3,657843995166759e+16;3,63819319295103e+16;3,5699906860263788e+16;3,4729779594664384e+16;3,642867184349754e+16;3,5963746035920716e+16;687192599925618,0;0,24871045700785108;0,2315389908334278;0,23559587539407975;0,2399915595217285;0,22180395160249763;0,23552816687191697;0,008921511551813735;88;0,16764282239138553;0,1687680209109723;0,16521770620380005;0,1663454029955013;0,16896013231896312;0,16738681696412444;0,0014309555459164213;modelo_rf;;;;;;;
105;105;0,8769619941711426;0,006808132317154132;0,020051908493041993;0,0007538519708896893;9;4;6;100;-83127696,52704945;-61093959,32476759;-74932677,41507143;-76395286,1070961;-72254305,75331622;-73560785,02546015;7191257,357788007;25;-54847578,554341555;-53432739,27557373;-54071816,34327346;-53088941,37859771;-54688033,52124509;-54025821,81460631;684896,4636874777;83127696,52704945;61093959,32476759;74932677,41507143;76395286,1070961;72254305,75331622;73560785,02546015;7191257,357788007;82;54847578,554341555;53432739,27557373;54071816,34327346;53088941,37859771;54688033,52124509;54025821,81460631;684896,4636874777;0,744824170842786;0,6979968788439318;0,7268350428260201;0,6779908594302965;0,7772075354983538;0,7249708974882776;0,03481670722248059;42;0,8835375406507677;0,8862130541919101;0,8858220559395611;0,8900305460413325;0,8832432867643218;0,8857692967175786;0,0024380078529988958;8,710927928544222e+16;8,502853417399122e+16;1,0218923727545723e+17;1,0874482949491243e+17;8,322245900400794e+16;9,32588678467622e+16;1,0255260509597326e+16;64;3,678119616419184e+16;3,664175928063778e+16;3,559010273813145e+16;3,477973258387562e+16;3,645638584686808e+16;3,604983532274095e+16;758295588492111,2;0,24975640746767544;0,231271698396375;0,23608298406849443;0,24054837350411049;0,2213623663106112;0,2358043659494533;0,009448376865643548;82;0,16761937902737437;0,16899222652926899;0,16385672138944818;0,16599168331691072;0,16891999558967133;0,16707600117053473;0,0019445823230281219;modelo_rf;;;;;;;
106;106;1,0415526390075684;0,009127083615482893;0,024275827407836913;0,002161380766268696;9;4;6;120;-84411695,85873467;-61230304,63815266;-75321533,43843195;-74710391,89174478;-70286632,94665615;-73192111,75474404;7539831,766646713;19;-54249528,45596948;-53627205,98678747;-54616287,71523988;-53123222,00210221;-54470267,81572014;-54017302,395163834;560257,973845805;84411695,85873467;61230304,63815266;75321533,43843195;74710391,89174478;70286632,94665615;73192111,75474404;7539831,766646713;88;54249528,45596948;53627205,98678747;54616287,71523988;53123222,00210221;54470267,81572014;54017302,395163834;560257,973845805;0,7481089829467023;0,6974172784024657;0,7249824174188928;0,6779494192441793;0,7785566583231884;0,7254029512670856;0,03571020269977124;35;0,8839886365275874;0,886726218864794;0,8853876525323474;0,8902185744962362;0,8829417488198683;0,8858525662481667;0,002529368845544356;8,598794418130917e+16;8,519171982503947e+16;1,028822924142644e+17;1,0875882414725547e+17;8,271850426194645e+16;9,310785696596299e+16;1,059989997071998e+16;72;3,6638730978183624e+16;3,647650960035504e+16;3,5725509466810584e+16;3,472026534870894e+16;3,6550538751192136e+16;3,6022310829050068e+16;727833572095610,4;0,24882853657593604;0,2313958376397403;0,2363848939004469;0,24016300116816727;0,22140261813248974;0,23563497748335607;0,00911773803043448;85;0,16767610224944549;0,16894244719234802;0,16472069786460178;0,16582495677383557;0,16904935365753215;0,1672427115475526;0,0017153114056412773;modelo_rf;;;;;;;
107;107;1,2883287429809571;0,056245985709367535;0,0254302978515625;0,0038128028326020937;9;4;6;150;-79355722,65072337;-61583489,6224383;-76351625,22897968;-73644014,69233613;-69265445,24362907;-72040059,4876213;6192245,739716302;10;-54453435,1760672;-54388833,02662814;-54757637,093263745;-54061357,25320536;-54704421,96183917;-54473136,90220072;249596,04095530015;79355722,65072337;61583489,6224383;76351625,22897968;73644014,69233613;69265445,24362907;72040059,4876213;6192245,739716302;97;54453435,1760672;54388833,02662814;54757637,093263745;54061357,25320536;54704421,96183917;54473136,90220072;249596,04095530015;0,7474786168730292;0,695016419984974;0,7259493194896671;0,6780546697750203;0,77853708301837;0,7250072218282122;0,03598690740202493;39;0,8841795395420897;0,8870199193998759;0,8854697892151102;0,8901884915612962;0,8833320447656701;0,8860379568968085;0,002420317268410608;8,620313201686952e+16;8,586767797811138e+16;1,0252058062606619e+17;1,0872328027725752e+17;8,272581647067118e+16;9,320809747379517e+16;1,0394929093937832e+16;68;3,657843995166759e+16;3,63819319295103e+16;3,5699906860263788e+16;3,4729779594664384e+16;3,642867184349754e+16;3,5963746035920716e+16;687192599925618,0;0,24871045700785108;0,2315389908334278;0,23559587539407975;0,2399915595217285;0,22180395160249763;0,23552816687191697;0,008921511551813735;88;0,16764282239138553;0,1687680209109723;0,16521770620380005;0,1663454029955013;0,16896013231896312;0,16738681696412444;0,0014309555459164213;modelo_rf;;;;;;;
108;108;0,7127923011779785;0,0093993976211346;0,021284770965576173;0,0007991682714218837;6;2;4;100;-0,16800012894596072;-0,15643760434517517;-0,17432651153320045;-0,20202605435157217;-0,17692975179995685;-0,17554401019517307;0,015011103452415861;96;-0,14643651135567737;-0,14829130020496528;-0,1430489624336495;-0,14649577599704955;-0,14809762547080574;-0,14647403509242948;0,00187997349032753;86477426,71480489;64114775,05082145;96610360,69664362;82308797,24893017;84438965,0257324;82790064,9473865;10548119,777357899;4;66150607,35131045;68901842,05862641;65032247,0385524;66893174,04627609;67706976,15749252;66936969,33045157;1319233,5312617922;0,7158864077242136;0,6721582609907601;0,6652563837063064;0,6408199388938784;0,7324739359547594;0,6853189854539836;0,03380483534353738;84;0,7917922660669016;0,7929670225353751;0,7973931748586097;0,7990151724431808;0,7873164971189937;0,7936968266046123;0,004166926014216792;311428567,8553666;303814678,69867235;353872030,4359606;348278221,8155158;316120800,6156822;326702859,8842395;20360809,828019984;25;256429729,77614313;258203248,7836101;251304663,02538502;252120826,23294026;257699026,4535188;255151498,85431948;2878196,3526439695;0,247151792053208;0,22816621210561241;0,2401374918389945;0,24472370308854158;0,22637796810300678;0,23731143343787262;0,008519820920464527;13;0,19852184840247308;0,20110652868132325;0,194209437019667;0,19800652539487829;0,20096791825065696;0,19856245154979973;0,00251069856832393;modelo_rft;;;;;;;
109;109;0,8322825908660889;0,005814106791826524;0,023102855682373045;0,0010268537532656702;6;2;4;120;-0,1684841230651415;-0,15369904994546602;-0,17129664224458097;-0,20570868927691954;-0,1744565991608482;-0,17472902073859126;0,017046135731586858;86;-0,14739892325429516;-0,1467459662626549;-0,14466751208202133;-0,1458633444945221;-0,14629003758914472;-0,14619315673652764;0,0009170850444697543;86785971,27122858;64608457,28282345;95893936,53998494;80948387,28716198;83566747,08910012;82360699,8940598;10211002,059941651;9;67336812,03208277;68772096,62545732;65188578,49824536;66832261,4663012;68465077,48542191;67318965,22150171;1280695,9704216614;0,716320304807591;0,6730974662357749;0,66282933321426;0,6405840835263997;0,7311176003182199;0,6847897576204491;0,03380401146308929;91;0,7924657715320641;0,7930597445316963;0,7967048862294497;0,79954376362176;0,7878797107185361;0,7939307753267013;0,003967912361873724;311190670,79220396;303379180,46345025;355152583,77092403;348392551,39067215;316921141,0048785;327007225,4844258;20783023,70284739;18;256014647,40981376;258145422,72577375;251731162,69760182;251789068,3928962;257357589,97891584;255007578,24100026;2737755,1367901694;0,24756900868076093;0,22793192109611674;0,24083851271658988;0,2443818936262358;0,22576061017104251;0,23729638925814917;0,008820943074876715;15;0,19853054497577446;0,20135957937359442;0,19462220541399386;0,19789984930021237;0,2007425736821627;0,19863095054914756;0,002388262774129527;modelo_rft;;;;;;;
110;110;1,0551754474639892;0,01512424269116597;0,028759002685546875;0,001188143836227447;6;2;4;150;-0,1689223992440283;-0,15157568646488428;-0,17457203779524377;-0,20500933012125877;-0,17705865964514267;-0,17542762265411155;0,017260953133467302;94;-0,1475268132616918;-0,14668269610440277;-0,14413744945650642;-0,14518049152634127;-0,14568045124626572;-0,1458415803190416;0,0011759718365632512;83043363,39060503;65698900,55664072;94773132,01844877;80584181,69788583;82703581,28812093;81360631,79034026;9278178,28395038;24;66242099,332164556;69606713,64759514;65836659,54984896;67105783,676232904;67758814,78906173;67310014,19898066;1328847,3590469174;0,7161321926456335;0,6730194831657038;0,6614106527162391;0,6402404170219412;0,7322551645285286;0,6846115820156092;0,034365447787423384;93;0,7929238169779814;0,7929032989849573;0,7961414598078069;0,800384641621215;0,7879237430914976;0,7940553920966916;0,0041137811888656475;311293831,239702;303415364,07580304;355898970,10858625;348559074,68225074;316250029,2681858;327083453,8749056;21063665,451598816;16;255731968,45158556;258242982,45805994;252079754,0895272;251260408,38507044;257330877,17937815;254929198,11272424;2791881,750741692;0,2474506195213839;0,2278915084035226;0,24092682287723882;0,2457110294266207;0,22401477434951755;0,23719895091565674;0,009506841925521132;20;0,19810985592147035;0,20149310132702236;0,19489319597073915;0,19823002390661237;0,20031637599302582;0,198608510623774;0,002255355374348324;modelo_rft;;;;;;;
111;111;0,7001757621765137;0,009731101902592161;0,0214052677154541;0,0013465305669301485;6;2;5;100;-0,16800012894595895;-0,15768354256588246;-0,17432651153320045;-0,20202605435157217;-0,17692975179995685;-0,17579319783931419;0,014698960652493934;97;-0,14642120907404355;-0,14872402602136958;-0,14326231885095986;-0,14649577599704955;-0,14820819862515222;-0,14662230571371496;0,0019119752050551404;87727527,6978721;64149750,81368628;96610360,69664362;82308797,24893017;84917029,52774793;83142693,19697602;10648702,151192306;1;65816729,62846492;68901842,05862701;65174382,29336628;66949790,12764323;67483680,48562238;66865284,918744765;1303513,6421806938;0,7155429117893278;0,6724137796619454;0,6654510447132991;0,641083914634577;0,7327510186124344;0,6854485338823167;0,03370821999127334;83;0,791561926894378;0,7927080502684682;0,7970429161042676;0,7987435234351732;0,7869618879654774;0,793403660933553;0,004174460616042447;311616770,98297536;303696259,5868802;353769123,16617155;348150216,51986897;315957051,5548509;326637884,36214936;20321991,722474664;26;256571534,03006956;258364688,24084237;251521792,06069183;252291150,6468753;257913768,9545226;255332586,7866003;2869272,4206653587;0,24727506481433378;0,22812445097515305;0,24008526828423665;0,24475707631470803;0,22636629623640106;0,2373216313249665;0,008562731608022317;12;0,19859288338609882;0,20125467952433304;0,1942839869728039;0,19809741986143697;0,20110884968041826;0,19866756388501822;0,002537693109729855;modelo_rft;;;;;;;
112;112;0,8367108345031739;0,010864818884912471;0,02373538017272949;0,0006764237135260181;6;2;5;120;-0,1684841230651397;-0,15369904994546602;-0,1717869267419765;-0,20570868927692132;-0,1744565991608482;-0,17482707763807034;0,01702750913128305;87;-0,14725187420885355;-0,14715595590115704;-0,14434821011713161;-0,1458633444945221;-0,14644845053308408;-0,14621356705094968;0,0010605245003207572;88059090,6232473;64608457,28282345;95963004,24876481;80948387,28716275;83735262,81831586;82662840,45206283;10354362,017402137;5;66746484,13842799;68894755,32771273;65268520,44808097;66685909,784487545;68465077,4854225;67212149,43682635;1317000,9314136421;0,7160581623416414;0,6733204497742675;0,6628492471203236;0,6408102118309249;0,7312180785478128;0,6848512299229941;0,03370582945145282;89;0,7922508052023315;0,7928245000831653;0,7963620843791568;0,79930970620162;0,787481432881129;0,7936457057494805;0,004001949531413841;311334419,98217297;303275693,8029697;355142095,64084697;348282937,6970751;316861920,59724814;326979413,54406255;20765223,913395267;20;256147204,54399085;258292107,6444877;251943311,33116502;251936022,9300792;257599084,4543576;255183546,18081608;2737595,51834287;0,2476322567490776;0,22783234932069246;0,24082242714978877;0,24441920122016342;0,22579089176717101;0,23729942524137862;0,008853722704221452;14;0,1986086245582913;0,20151872989733932;0,1947116108770849;0,1979777087073428;0,20089950998448908;0,1987432368049095;0,00241706587738568;modelo_rft;;;;;;;
