;index;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_rf__max_depth;param_rf__min_samples_leaf;param_rf__min_samples_split;param_rf__n_estimators;split0_test_metrica;split1_test_metrica;split2_test_metrica;split3_test_metrica;split4_test_metrica;mean_test_metrica;std_test_metrica;rank_test_metrica;split0_train_metrica;split1_train_metrica;split2_train_metrica;split3_train_metrica;split4_train_metrica;mean_train_metrica;std_train_metrica;split0_test_meae;split1_test_meae;split2_test_meae;split3_test_meae;split4_test_meae;mean_test_meae;std_test_meae;rank_test_meae;split0_train_meae;split1_train_meae;split2_train_meae;split3_train_meae;split4_train_meae;mean_train_meae;std_train_meae;split0_test_r2;split1_test_r2;split2_test_r2;split3_test_r2;split4_test_r2;mean_test_r2;std_test_r2;rank_test_r2;split0_train_r2;split1_train_r2;split2_train_r2;split3_train_r2;split4_train_r2;mean_train_r2;std_train_r2;split0_test_rmse;split1_test_rmse;split2_test_rmse;split3_test_rmse;split4_test_rmse;mean_test_rmse;std_test_rmse;rank_test_rmse;split0_train_rmse;split1_train_rmse;split2_train_rmse;split3_train_rmse;split4_train_rmse;mean_train_rmse;std_train_rmse;split0_test_mape;split1_test_mape;split2_test_mape;split3_test_mape;split4_test_mape;mean_test_mape;std_test_mape;rank_test_mape;split0_train_mape;split1_train_mape;split2_train_mape;split3_train_mape;split4_train_mape;mean_train_mape;std_train_mape;escenario;param_gbt__max_depth;param_gbt__min_samples_leaf;param_gbt__min_samples_split;param_gbt__n_estimators;param_rnn__alpha;param_rnn__hidden_layer_sizes;param_rnn__learning_rate_init;param_rnn__max_iter
106;106;0,4199516296386719;0,008109814712267035;0,024505758285522462;0,0009687271260607206;9;4;6;120;-233796016,3295225;-212681823,70644486;-206324807,1693357;-205173151,66644225;-173469354,2531497;-206289030,62497902;19369458,89226253;91;-104082614,27467573;-121472665,3670404;-129199260,76727378;-114710646,30528808;-122577597,1333518;-118408556,76952596;8510183,57013358;233796016,3295225;212681823,70644486;206324807,1693357;205173151,66644225;173469354,2531497;206289030,62497902;19369458,89226253;16;104082614,27467573;121472665,3670404;129199260,76727378;114710646,30528808;122577597,1333518;118408556,76952596;8510183,57013358;0,35796425261292886;0,540866570592526;0,423659134829398;0,340057728578122;0,4320014736759704;0,4189098320577891;0,07070984501205385;70;0,7441574091591974;0,7253213954677834;0,7426543127272349;0,7383537401123199;0,7383388400618479;0,7377651395056767;0,006637582011495152;2,057276685773154e+17;1,0581112492064387e+17;1,0188257472869029e+17;1,6932751757374912e+17;2,388059506658933e+17;1,643109672932584e+17;5,40546893904224e+16;51;6,9752362391963624e+16;8,165594342394728e+16;7,922003152233962e+16;7,598152766888973e+16;6,539260119269689e+16;7,440049323996742e+16;6018578171102315,0;0,37666915695483644;0,34274773419862087;0,5238328812181322;0,43412900693404544;0,37203222654087353;0,40988220116930163;0,06421125853646892;40;0,23923347214286467;0,2690280121412882;0,25719440309445313;0,2504067060077942;0,2590205269850672;0,25497662407429345;0,009873643552548099;modelo_rf;;;;;;;;
107;107;0,5186743259429931;0,017301509257917597;0,02698378562927246;0,005968183926789524;9;4;6;150;-225679388,139821;-212294898,46357334;-209153407,27772355;-210447129,54423654;-167006725,67656416;-204916309,8203837;19855621,48764215;82;-99012984,03047931;-124021958,4586618;-129103392,09999937;-113875705,75379795;-119382959,66570848;-117079400,0017294;10341575,643132558;225679388,139821;212294898,46357334;209153407,27772355;210447129,54423654;167006725,67656416;204916309,8203837;19855621,48764215;25;99012984,03047931;124021958,4586618;129103392,09999937;113875705,75379795;119382959,66570848;117079400,0017294;10341575,643132558;0,3567988586501867;0,5501318285655652;0,41937864277376613;0,332191062985151;0,43160470960547737;0,4180210205160293;0,07583476783673122;76;0,7471276680892769;0,730236796202328;0,7460247312114101;0,7392158577580743;0,7369524325325404;0,7399114971587258;0,0062013638776520046;2,06101096044407e+17;1,0367586901023792e+17;1,0263925810494955e+17;1,7134594102398614e+17;2,3897276381179594e+17;1,6454698559907533e+17;5,449775391812143e+16;35;6,894255751698959e+16;8,019470225822365e+16;7,818249846169488e+16;7,57311705042857e+16;6,573908285881801e+16;7,375800232000237e+16;5520728989215858,0;0,37725653212973964;0,34466460498967166;0,5264409696533648;0,44197942567336;0,37417491820645027;0,4129032901305173;0,06505893117342912;10;0,24190181019283427;0,2707390852240228;0,255906098394269;0,2506903715695644;0,25954923745026426;0,25575732056619094;0,009555136635350812;modelo_rf;;;;;;;;
108;108;0,37729897499084475;0,007838177981750983;0,02259535789489746;0,0005603203132490775;6;2;4;100;-0,28596221203500605;-0,24682554263864986;-0,2487566057725079;-0,24402465845349397;-0,23978373201492964;-0,25307055018291746;0,016720283186631896;54;-0,1636937731780499;-0,15356151122386663;-0,15934752454970358;-0,1592776802321545;-0,160397387743771;-0,1592555753855091;0,003269025697578286;188482277,39560157;191161428,36809695;165703286,66155636;199183719,48888427;110834765,13420036;171073095,40966788;32107068,39609835;82;122400795,7007798;104072737,82185674;108059878,76485929;112713353,28397685;104775713,12842512;110404495,73997955;6730729,777518033;0,26919309726303486;0,48705862791363264;0,5840375869895557;0,37970226866023127;0,2956127526439666;0,40312086669408415;0,11816893008424877;43;0,7144674683928893;0,7161534024414032;0,7150576488914824;0,7275836111733729;0,7248725356210055;0,7196269333040306;0,005484321676379183;483913867,5267836;343819158,4404886;271167285,2429736;398943040,720553;544195204,1236647;408407711,2108927;97196315,28968342;60;279010685,589325;290484745,3780247;296167609,4386679;281263489,68442434;262217485,36623695;281828803,0913358;11605101,057334485;0,3208062351275058;0,28859685668191015;0,3981855649609098;0,3848294744539143;0,31682737331802224;0,34184910090845244;0,04225115444361064;79;0,20481229237297371;0,19986725192313984;0,2041965601973984;0,19245497208102444;0,1950571632218672;0,1992776479592807;0,004889519747071403;modelo_rft;;;;;;;;
109;109;0,4443530082702637;0,018146028400013097;0,028515052795410157;0,006170379529410695;6;2;4;120;-0,30750715677513085;-0,24975984100165505;-0,25753676951939575;-0,2510736724105609;-0,21754755808359683;-0,2566849995580679;0,028964810770375632;77;-0,15919449217450676;-0,1549338098241435;-0,15562185307195975;-0,16285137820143802;-0,15143317881715035;-0,15680694241783968;0,0038993844511662043;190785859,2959516;202799095,87929255;170380158,4078648;212431898,1558239;109787955,01756018;177236993,35129863;36529613,01690742;58;120139162,95633745;99412709,45372748;103569503,89644545;112686184,07535744;102335098,20172039;107628531,71671765;7669310,556694002;0,2771850848674752;0,4889752967659997;0,5786321860821373;0,37274503203602893;0,3011135405981852;0,40373022806996534;0,1143340341653039;40;0,7218436858439641;0,7259366585501239;0,714430651533773;0,729475540347154;0,726430896788004;0,7236234866126038;0,005199129865278721;481260591,23840636;343176195,8549135;272923497,6419068;401174067,6477741;542066141,1159495;408120098,6997901;95744611,05404079;69;275383236,4868504;285434824,7183089;296493279,2923576;280285101,8996756;261473812,20009217;279814050,9194569;11541300,78508209;0,32178858354923506;0,29096112201754637;0,39464603467334647;0,3875044998828141;0,3111476080834896;0,34120956964128635;0,04196302916443555;81;0,2052622042202436;0,19915578199956402;0,2042593319427816;0,19328536411732378;0,1949515784057402;0,19938285213713064;0,004800290493161845;modelo_rft;;;;;;;;
110;110;0,535524320602417;0,015075594304460808;0,031071233749389648;0,002563287720579125;6;2;4;150;-0,3008228554058263;-0,24834199290643255;-0,2568190821997032;-0,2619786940335107;-0,20908343166392385;-0,2554092112418793;0,0293379220294248;66;-0,16199139371532922;-0,15712671322560468;-0,1600880679218495;-0,16216898757472897;-0,15239078394334626;-0,1587531892761717;0,003662271780387864;170664945,6798637;180652989,06923687;172417644,47410297;215311462,50920027;113885597,7863391;170586527,90374857;32619037,475926246;83;120613071,44319868;99078610,03039718;104695551,50233492;110242772,09101479;107834683,73055243;108492937,7594996;7119586,6178052975;0,28311949303217965;0,49706278553312977;0,5782425373857012;0,3639785157447256;0,3037861934255267;0,4052379050242526;0,1142541947032894;29;0,7289931647189677;0,7305473784018877;0,7205120670942948;0,7299287184133578;0,7239655429028946;0,7267893743062805;0,003904186932427517;479280912,24989974;340449808,66391116;273049657,8612784;403967745,06640255;541028674,7959299;407555359,72748435;95464643,21101213;80;271821096,8828735;283023626,15338546;293319265,6294375;280050239,03314704;262649346,4021045;278172714,8201896;10371040,997075807;0,32289937162790944;0,2896325399209808;0,3936810586147804;0,39338496388760036;0,30871169416544697;0,34166192564334363;0,043648759539286645;80;0,20550271246458848;0,1991383457775546;0,2025911065842061;0,19447960737280087;0,1940598492126683;0,19915432428236368;0,00447035602240772;modelo_rft;;;;;;;;
111;111;0,359096622467041;0,01281846300945615;0,022925090789794923;0,0013731417839771454;6;2;5;100;-0,2885887625386836;-0,24953067470219992;-0,24870190268711845;-0,23791202646280318;-0,23153264262309747;-0,25125320180278055;0,019850983532638984;46;-0,15907167706235015;-0,1550510542785304;-0,1670816403213955;-0,16417613166427358;-0,15573420709457864;-0,16022294208422566;0,004709395413361062;195828937,83923012;190304678,1570946;168310076,8164912;198680949,30884564;113031328,55762261;173231194,1358568;31931467,63548556;79;120670709,1912871;106694864,39378607;108572590,54929453;115009098,01943743;106305369,01531082;111450526,23382321;5568602,75233844;0,26271091113068723;0,48869130213183243;0,5752743653814499;0,37453166673107763;0,2957326851226043;0,3993881860995303;0,11743422118468781;66;0,7044443023878955;0,7087251528197374;0,7035639503181883;0,7171312346821985;0,7157286132651048;0,7099186506946248;0,005613415649730872;486055263,9796968;343271540,22947615;274008784,24494785;400602320,3834132;544148873,4594369;409617356,45939416;96761775,34245753;43;283865560,8765568;294261182,44695306;302081804,41425633;286608616,3089401;266539297,93920723;286671292,39718276;11901794,571490472;0,3219321340777468;0,28959916320030343;0,4013893687905991;0,3827148412708769;0,3166756479917838;0,34246223106626206;0,042364175624891864;77;0,20738735542872638;0,20358600718826397;0,20737669359426933;0,19586114800482166;0,19789106995768874;0,20242045483475404;0,004777713886248998;modelo_rft;;;;;;;;
112;112;0,43070106506347655;0,01395493341319081;0,030381441116333008;0,005284758071407952;6;2;5;120;-0,30646102861283;-0,2506212318229295;-0,2574123485008659;-0,25152598248710234;-0,208810559899252;-0,25496623026459597;0,031044348839858182;65;-0,1638491860881821;-0,1589156787079986;-0,15904248955330047;-0,16242647207874938;-0,1541208955983091;-0,15967094440530794;0,00337102535897379;192521376,25827563;192530970,9723757;170659217,90945214;211902477,93028486;113359917,98585248;176194792,21124816;34021554,65096109;59;120253996,05571866;101129985,91913459;109042378,48872805;114029411,46283051;105572902,06003329;110005734,79728904;6641894,493766715;0,2702451284562154;0,4921571912447863;0,5724302766960402;0,3674551257901726;0,29916549692083183;0,4002906438216093;0,11514149416118083;60;0,7116145570570005;0,716857573234168;0,7020693276785785;0,7179756015903949;0,7177717556065986;0,7132577630333481;0,006057622877865642;483565433,60447854;342106134,5591656;274924675,53410244;402862151,27113956;542821080,411913;409255895,07615983;95871177,20259424;50;280401095,1431845;290124202,2254807;302842391,0972786;286180531,4046578;265579722,34833091;285025588,4437865;12200785,70437931;0,32385276897615456;0,2909419656092833;0,3983680216364477;0,385320179114903;0,3112799615128804;0,34195257936993373;0,04227042978844684;78;0,20781392537620036;0,20273917172260508;0,20735932208867314;0,1966901365156274;0,19784126422959292;0,20248876398653975;0,0046339123561783295;modelo_rft;;;;;;;;
113;113;0,537267017364502;0,009372721916777906;0,028959178924560548;0,0013280660533002168;6;2;5;150;-0,2930403821803189;-0,24619868055577143;-0,2546639371388597;-0,26411491096105166;-0,20927963855362997;-0,2534595098779263;0,027152216639399093;58;-0,15953576636393763;-0,15695158740710724;-0,16399193569431425;-0,1611988373646387;-0,1526325029354041;-0,15886212595308039;0,0038649015532951437;172351123,32452387;198257171,51759636;170360768,2558543;212964227,7976963;116004108,23517624;173987479,82616943;33124332,13728776;74;118540411,23135543;98951571,19717735;108725054,71443361;112479743,36872673;107795415,05283523;109298439,11290567;6405938,995422885;0,27492697751769324;0,49587122400875827;0,5717115907315717;0,36139336996116056;0,30192678257848427;0,4011659889595336;0,1143865841298348;54;0,7188795053579056;0,7218465561631573;0,7086614495365082;0,7186788422236585;0,715496747123547;0,7167126200809554;0,0044992980607731405;482011745,25006473;340852867,82168806;275155633,8274892;404787887,56138396;541750668,3726305;408911760,5666512;95424843,55585551;55;276846662,61183447;287556841,63948447;299473249,9788394;285823506,63164526;266647977,25853187;283269647,62406707;10999941,998355065;0,3242806838967036;0,29084832605942895;0,3979900957028368;0,39196287505085886;0,3100480600664182;0,3430260081552493;0,04376599276172681;75;0,2079808686445886;0,202451247092463;0,2064418090171009;0,19772762118398876;0,1972391891623496;0,2023681470200982;0,00438052418014177;modelo_rft;;;;;;;;
114;114;0,36034407615661623;0,016735695742189374;0,021840333938598633;0,00038338991518486635;6;2;6;100;-0,2867457872500836;-0,2439371639003589;-0,25186563221118696;-0,2420028343434808;-0,23219258679569776;-0,2513488009001616;0,01877473701531992;50;-0,16040581776191942;-0,16308168317382865;-0,1718191878773112;-0,1664419693529009;-0,16710247018483138;-0,1657702256701583;0,0038683637824354507;194868494,55244;198910175,68318927;166545290,2456119;199593396,40853727;113154655,43475065;174614402,46490583;33066218,586402576;70;123271958,93097627;107397208,13285327;109093901,80866218;116803444,8313998;105150669,7005326;112343436,68088481;6724356,056042876;0,26583946692675553;0,49487616605202434;0,564209683406651;0,37229782936655353;0,3018231076707364;0,3998092506845442;0,11346478410720275;61;0,696142903542758;0,6960918257282382;0,6945729224093247;0,7053163967786378;0,7027178215291698;0,6989683739976257;0,0042410743431964305;485022922,92015624;341189092,58730996;277554988,1208636;401317051,0895527;541790896,1481246;409374990,1732014;95233756,44906096;45;287824480,9103588;300574874,8952869;306628717,50531965;292532909,6110829;272570664,4277165;292026329,46995294;11685396,20395707;0,3212045307442831;0,2893575658311624;0,40523763758762005;0,3836975479279564;0,3159291329067693;0,3430852829995582;0,04385239478683122;74;0,21072506959873963;0,20911307525314965;0,21046108746776296;0,20069811532141088;0,20375343524125394;0,2069501565764634;0,004014022132501324;modelo_rft;;;;;;;;
115;115;0,41772284507751467;0,007715587167772696;0,024455738067626954;0,0002538058396616238;6;2;6;120;-0,3055321379691449;-0,2511145487494737;-0,2623668946775819;-0,24927989905078007;-0,21335902627849102;-0,25633050134509433;0,029599675385185147;76;-0,16471502146965378;-0,16398582930366956;-0,16343969650363555;-0,166620486675777;-0,16309490393867954;-0,1643711875782831;0,001250811314749182;190450313,8457712;193754992,47193712;168766227,13786936;212275806,72015956;115265117,61839977;176102491,55882737;33409538,656640448;63;120887318,66572624;106401687,05036199;106194937,14598286;114916645,5000928;109935800,25812967;111667277,72405872;5589964,519929473;0,2735228363373432;0,4970932295093814;0,5623763429793689;0,3646001123521607;0,30578308477297156;0,4006751211902452;0,11128103622930066;55;0,703018959565523;0,70638984404759;0,6919973521359551;0,705815298232925;0,7055785862851541;0,7025600080534294;0,005406601686037869;482478239,772868;340439504,3928754;278138202,9223604;403770293,90433365;540252224,178562;409015693,0341999;94317440,76120058;51;284549220,68110496;295438453,37521344;307918855,04633653;292285174,55507076;271256011,8709848;290289543,1057421;12136828,862158982;0,32339871541886805;0,29087608513607377;0,4023509230283686;0,3872129113917809;0,31071462429080404;0,3429106518531791;0,04386509324111005;76;0,21099849965630366;0,208496057774539;0,2106959373048584;0,20170946360508138;0,20330948238494434;0,20704188814514532;0,0038337204764337988;modelo_rft;;;;;;;;
116;116;0,519858980178833;0,0092630713856563;0,029856395721435548;0,0013474977388890006;6;2;6;150;-0,30578434629087425;-0,24717992768265873;-0,26117258401314913;-0,26538036788546826;-0,2127606903579622;-0,2584555832460225;0,030035013538408525;78;-0,1651124424492565;-0,16955211800509673;-0,16483150178897432;-0,16369148614059092;-0,15878590232284573;-0,16439469014135283;0,0034426162034255866;171738131,85472524;188054956,9453262;166028368,56677192;213117244,84100628;118606380,43532324;171509016,52863058;31092737,766568597;80;120477343,27612495;101507356,82741082;111391943,47237849;117276495,91681582;109689925,94261923;112068613,08706987;6564829,853720473;0,27676344400078445;0,5021892967202952;0,5665290927392593;0,3607703437064761;0,3082342426801242;0,40289728396938784;0,11249870106334488;48;0,7100843985185226;0,7104660818142954;0,6990362762708323;0,706989559973835;0,7048756134977419;0,7062903860150455;0,0041699760182972055;481400938,05809873;338710237,51174843;276815386,44887435;404985295,47222054;539297612,9698483;408241894,092158;94494476,85156643;65;281144007,9794117;293380475,44016176;304380014,921323;291701251,4653833;271579649,85952896;288437079,9331618;11194918,4738177;0,3252168675985399;0,29036389144471003;0,3989168943726014;0,3935461541220343;0,30974565779712954;0,343557893067003;0,04443581336406885;73;0,21126758006448634;0,2081034352701072;0,2098363508419092;0,20262771693645315;0,20222650104037623;0,20681231683066645;0,0037202613280674043;modelo_rft;;;;;;;;
117;117;0,3478449821472168;0,009203810645585815;0,023761558532714843;0,0020653352336871484;6;3;4;100;-0,29180609085643283;-0,24216711653853906;-0,25695545187478785;-0,2421922634752285;-0,23391490476216958;-0,25340716550143155;0,020587028738889127;55;-0,159510604527334;-0,16258114896613307;-0,17173373181675444;-0,16793929686600428;-0,15961264133218123;-0,1642754847016814;0,004824229151980082;185470900,8673002;208672033,90691113;178941799,5048895;211987788,7655555;133671347,97537345;183748774,20400596;28115590,555107925;40;118245502,04417324;110193035,07426703;106274806,41061175;116560615,09935415;106447161,19949387;111544223,96558002;5012860,05237886;0,2785449268172734;0,48129005454336415;0,5508391968125255;0,3590457558836889;0,3054738931505091;0,39503876544147226;0,10449998737805523;88;0,6817357340292771;0,6838620904160186;0,6805903449491018;0,6890790392393207;0,6894535929371444;0,6849441603141726;0,003683823802246298;480807676,9321628;345747060,0241906;281780654,5929344;405531235,619344;540372520,0564791;410847829,4450222;92299228,28692397;16;294568957,7734118;306563025,053411;313568969,000902;300484272,3645808;278585129,0100984;298754070,6404808;11897528,790961511;0,321932855239587;0,2922298701711822;0,4188894279145137;0,3962141909314156;0,32350531936146476;0,3505543327236326;0,04838819880005927;37;0,21468078752943412;0,2150160097548325;0,21522500299495823;0,20732104079574898;0,21084551985551372;0,2126176721860975;0,00309843411833687;modelo_rft;;;;;;;;
118;118;0,4212984085083008;0,005593014235004354;0,02512469291687012;0,001204842976897822;6;3;4;120;-0,30700708868413784;-0,2527911503266651;-0,25648426093667354;-0,2481869933899663;-0,21393195694802714;-0,255680290057094;0,029807739153399272;70;-0,1662488818918817;-0,1700964203952786;-0,1697066919033059;-0,16654262404666653;-0,16484088988614154;-0,16748710162465485;0,0020573180609137166;192299760,25490677;210229743,7868917;180757585,55469853;214817775,25382385;131894396,63395473;185999852,29685515;29705658,917245567;25;121638700,95053458;110229259,82600462;113134726,81414413;115616167,64473915;106820459,09306937;113487862,86569838;5023212,410921526;0,2819701445056465;0,48849010089556955;0,5496541187796167;0,3590775984189847;0,3097206602997783;0,3977825245799192;0,1038829304110182;67;0,6859387935512986;0,690147234463653;0,6794907345880695;0,6903498710407427;0,6894541242890292;0,6870761515865587;0,004114260021382192;479664965,2322061;343339072,68630433;282152138,57788384;405521162,1209725;538717898,994492;409879047,52237177;91902390,22368087;34;292617425,9359004;303500333,4856677;314108256,76710725;299869556,701372;278584890,6772867;297736092,7134668;11821972,636385687;0,3220832037064104;0,29150777815352763;0,4178881513223263;0,39724306269060133;0,3187254813905556;0,34948953545268424;0,0490269073839418;43;0,2159492733801019;0,21556672189680803;0,2154994498343929;0,20734114680546217;0,21054698400170124;0,21298071518369327;0,0034517117980885615;modelo_rft;;;;;;;;
119;119;0,5182938575744629;0,010763873698965774;0,029230165481567382;0,0006868763939452088;6;3;4;150;-0,3059394919791245;-0,24257738870397105;-0,26789444866729006;-0,26554395136644793;-0,21613813663669745;-0,2596186834707062;0,029766350365505134;79;-0,16979902791378265;-0,17045418366550535;-0,1697369004246294;-0,1653932787657162;-0,16402306302462222;-0,16788129075885116;0,002638821928944912;206990949,11618745;195904715,16513056;180178664,81942773;211163254,74352324;135970860,28045958;186041688,8249457;27234929,01095731;22;121012760,07927004;105388631,62894917;114758614,94476613;118782333,34539896;109951974,30076495;113978862,85982986;5712529,32037062;0,28534766629590047;0,50274770500944;0,5466667346709262;0,35819002199553707;0,31794681090264565;0,4021797877748899;0,10360542678411883;50;0,6934903998887838;0,6957933382763868;0,6854027654110325;0,6927657229983155;0,68854043382177;0,6911985320792577;0,003727663800324928;478535493,72392625;338520213,80063415;283086424,4472789;405801856,3954332;535498291,7347782;408288456,0204102;91286722,05613185;62;289078025,08196205;300722445,47336566;311197793,1448355;298697493,58010393;278994416,97614145;295738034,8512817;10929879,60947786;0,324911111155232;0,2899783246687369;0,4175495678678632;0,40093180276621765;0,317657951773502;0,3502057516463103;0,04986951557810434;40;0,21740649600159373;0,21527666929715825;0,21572433085977555;0,20848017460091994;0,21034510164595505;0,2134465544810805;0,003420604072962094;modelo_rft;;;;;;;;
120;120;0,3529099941253662;0,006699513060841869;0,02284841537475586;0,0011388870603682088;6;3;5;100;-0,29180609085643283;-0,24216711653853906;-0,25695545187478785;-0,2421922634752285;-0,23391490476216958;-0,25340716550143155;0,020587028738889127;55;-0,159510604527334;-0,16258114896613307;-0,17173373181675444;-0,16793929686600428;-0,15961264133218123;-0,1642754847016814;0,004824229151980082;185470900,8673002;208672033,90691113;178941799,5048895;211987788,7655555;133671347,97537345;183748774,20400596;28115590,555107925;40;118245502,04417324;110193035,07426703;106274806,41061175;116560615,09935415;106447161,19949387;111544223,96558002;5012860,05237886;0,2785449268172734;0,48129005454336415;0,5508391968125255;0,3590457558836889;0,3054738931505091;0,39503876544147226;0,10449998737805523;88;0,6817357340292771;0,6838620904160186;0,6805903449491018;0,6890790392393207;0,6894535929371444;0,6849441603141726;0,003683823802246298;480807676,9321628;345747060,0241906;281780654,5929344;405531235,619344;540372520,0564791;410847829,4450222;92299228,28692397;16;294568957,7734118;306563025,053411;313568969,000902;300484272,3645808;278585129,0100984;298754070,6404808;11897528,790961511;0,321932855239587;0,2922298701711822;0,4188894279145137;0,3962141909314156;0,32350531936146476;0,3505543327236326;0,04838819880005927;37;0,21468078752943412;0,2150160097548325;0,21522500299495823;0,20732104079574898;0,21084551985551372;0,2126176721860975;0,00309843411833687;modelo_rft;;;;;;;;
121;121;0,4224669933319092;0,013379921421411135;0,02518935203552246;0,0006629385296369372;6;3;5;120;-0,30700708868413784;-0,2527911503266651;-0,25648426093667354;-0,2481869933899663;-0,21393195694802714;-0,255680290057094;0,029807739153399272;70;-0,1662488818918817;-0,1700964203952786;-0,1697066919033059;-0,16654262404666653;-0,16484088988614154;-0,16748710162465485;0,0020573180609137166;192299760,25490677;210229743,7868917;180757585,55469853;214817775,25382385;131894396,63395473;185999852,29685515;29705658,917245567;25;121638700,95053458;110229259,82600462;113134726,81414413;115616167,64473915;106820459,09306937;113487862,86569838;5023212,410921526;0,2819701445056465;0,48849010089556955;0,5496541187796167;0,3590775984189847;0,3097206602997783;0,3977825245799192;0,1038829304110182;67;0,6859387935512986;0,690147234463653;0,6794907345880695;0,6903498710407427;0,6894541242890292;0,6870761515865587;0,004114260021382192;479664965,2322061;343339072,68630433;282152138,57788384;405521162,1209725;538717898,994492;409879047,52237177;91902390,22368087;34;292617425,9359004;303500333,4856677;314108256,76710725;299869556,701372;278584890,6772867;297736092,7134668;11821972,636385687;0,3220832037064104;0,29150777815352763;0,4178881513223263;0,39724306269060133;0,3187254813905556;0,34948953545268424;0,0490269073839418;43;0,2159492733801019;0,21556672189680803;0,2154994498343929;0,20734114680546217;0,21054698400170124;0,21298071518369327;0,0034517117980885615;modelo_rft;;;;;;;;
122;122;0,5298244953155518;0,03002494568153721;0,02791914939880371;0,00021730922154837443;6;3;5;150;-0,3059394919791245;-0,24257738870397105;-0,26789444866729006;-0,26554395136644793;-0,21613813663669745;-0,2596186834707062;0,029766350365505134;79;-0,16979902791378265;-0,17045418366550535;-0,1697369004246294;-0,1653932787657162;-0,16402306302462222;-0,16788129075885116;0,002638821928944912;206990949,11618745;195904715,16513056;180178664,81942773;211163254,74352324;135970860,28045958;186041688,8249457;27234929,01095731;22;121012760,07927004;105388631,62894917;114758614,94476613;118782333,34539896;109951974,30076495;113978862,85982986;5712529,32037062;0,28534766629590047;0,50274770500944;0,5466667346709262;0,35819002199553707;0,31794681090264565;0,4021797877748899;0,10360542678411883;50;0,6934903998887838;0,6957933382763868;0,6854027654110325;0,6927657229983155;0,68854043382177;0,6911985320792577;0,003727663800324928;478535493,72392625;338520213,80063415;283086424,4472789;405801856,3954332;535498291,7347782;408288456,0204102;91286722,05613185;62;289078025,08196205;300722445,47336566;311197793,1448355;298697493,58010393;278994416,97614145;295738034,8512817;10929879,60947786;0,324911111155232;0,2899783246687369;0,4175495678678632;0,40093180276621765;0,317657951773502;0,3502057516463103;0,04986951557810434;40;0,21740649600159373;0,21527666929715825;0,21572433085977555;0,20848017460091994;0,21034510164595505;0,2134465544810805;0,003420604072962094;modelo_rft;;;;;;;;
123;123;0,35437517166137694;0,012289028275947494;0,022089576721191405;0,0004298461145402368;6;3;6;100;-0,29180609085643283;-0,24216711653853906;-0,25695545187478785;-0,2421922634752285;-0,23391490476216958;-0,25340716550143155;0,020587028738889127;55;-0,159510604527334;-0,16258114896613307;-0,17173373181675444;-0,16793929686600428;-0,15961264133218123;-0,1642754847016814;0,004824229151980082;185470900,8673002;208672033,90691113;178941799,5048895;211987788,7655555;133671347,97537345;183748774,20400596;28115590,555107925;40;118245502,04417324;110193035,07426703;106274806,41061175;116560615,09935415;106447161,19949387;111544223,96558002;5012860,05237886;0,2785449268172734;0,48129005454336415;0,5508391968125255;0,3590457558836889;0,3054738931505091;0,39503876544147226;0,10449998737805523;88;0,6817357340292771;0,6838620904160186;0,6805903449491018;0,6890790392393207;0,6894535929371444;0,6849441603141726;0,003683823802246298;480807676,9321628;345747060,0241906;281780654,5929344;405531235,619344;540372520,0564791;410847829,4450222;92299228,28692397;16;294568957,7734118;306563025,053411;313568969,000902;300484272,3645808;278585129,0100984;298754070,6404808;11897528,790961511;0,321932855239587;0,2922298701711822;0,4188894279145137;0,3962141909314156;0,32350531936146476;0,3505543327236326;0,04838819880005927;37;0,21468078752943412;0,2150160097548325;0,21522500299495823;0,20732104079574898;0,21084551985551372;0,2126176721860975;0,00309843411833687;modelo_rft;;;;;;;;
124;124;0,4153487205505371;0,007695892874123514;0,024370145797729493;0,00035424814323446003;6;3;6;120;-0,30700708868413784;-0,2527911503266651;-0,25648426093667354;-0,2481869933899663;-0,21393195694802714;-0,255680290057094;0,029807739153399272;70;-0,1662488818918817;-0,1700964203952786;-0,1697066919033059;-0,16654262404666653;-0,16484088988614154;-0,16748710162465485;0,0020573180609137166;192299760,25490677;210229743,7868917;180757585,55469853;214817775,25382385;131894396,63395473;185999852,29685515;29705658,917245567;25;121638700,95053458;110229259,82600462;113134726,81414413;115616167,64473915;106820459,09306937;113487862,86569838;5023212,410921526;0,2819701445056465;0,48849010089556955;0,5496541187796167;0,3590775984189847;0,3097206602997783;0,3977825245799192;0,1038829304110182;67;0,6859387935512986;0,690147234463653;0,6794907345880695;0,6903498710407427;0,6894541242890292;0,6870761515865587;0,004114260021382192;479664965,2322061;343339072,68630433;282152138,57788384;405521162,1209725;538717898,994492;409879047,52237177;91902390,22368087;34;292617425,9359004;303500333,4856677;314108256,76710725;299869556,701372;278584890,6772867;297736092,7134668;11821972,636385687;0,3220832037064104;0,29150777815352763;0,4178881513223263;0,39724306269060133;0,3187254813905556;0,34948953545268424;0,0490269073839418;43;0,2159492733801019;0,21556672189680803;0,2154994498343929;0,20734114680546217;0,21054698400170124;0,21298071518369327;0,0034517117980885615;modelo_rft;;;;;;;;
